7	0.21	0.34	8	0.057	19	101	0.9954	2.99	0.59	9.4
6.9	0.38	0.25	9.8	0.04	28	191	0.9971	3.28	0.61	9.2
7.1	0.13	0.4	1.2	0.047	54	134	0.9932	3.3	0.97	9.8
6.6	0.16	0.57	1.1	0.13	58	140	0.9927	3.12	0.39	9.3
8.1	0.17	0.44	14.1	0.053	43	145	1.0006	3.28	0.75	8.8
8.1	0.17	0.44	14.1	0.053	43	145	1.0006	3.28	0.75	8.8
6.2	0.29	0.26	13.1	0.046	55	204	0.99745	3.16	0.41	9.6
6.2	0.3	0.26	13.4	0.046	57	206	0.99775	3.17	0.43	9.5
9.2	0.34	0.27	1.2	0.026	17	73	0.9921	3.08	0.39	10.8
7.4	0.2	0.35	2.1	0.038	30	116	0.9949	3.49	0.77	10.3
7.3	0.25	0.42	14.2	0.041	57	182	0.9996	3.29	0.75	9.1
7.4	0.26	0.43	6	0.022	22	125	0.9928	3.13	0.55	11.5
5.8	0.26	0.18	1.2	0.031	40	114	0.9908	3.42	0.4	11
6.8	0.18	0.28	8.5	0.047	52	242	0.9952	3.22	0.53	10.5
8.4	0.19	0.42	1.6	0.047	9	101	0.994	3.06	0.65	11.1
7.5	0.24	0.31	13	0.049	46	217	0.9985	3.08	0.53	8.8
7.7	0.3	0.32	1.6	0.037	23	124	0.9919	2.93	0.33	11
8.6	0.18	0.4	1.1	0.04	20	107	0.9923	2.94	0.32	10.2
7.7	0.32	0.62	10.6	0.036	56	153	0.9978	3.13	0.44	8.9
5.9	0.29	0.33	7.4	0.037	58	205	0.99495	3.26	0.41	9.6
7.7	0.24	0.29	15.3	0.044	39	194	0.9982	3.06	0.47	9.6
8.5	0.16	0.35	1.6	0.039	24	147	0.9935	2.96	0.36	10
8.2	0.23	0.37	1.3	0.042	39	117	0.9928	2.99	0.36	10
6.6	0.23	0.32	0.9	0.041	25	79	0.9926	3.39	0.54	10.2
7.3	0.24	0.34	15.4	0.05	38	174	0.9983	3.03	0.42	9
8	0.42	0.36	5	0.037	34	101	0.992	3.13	0.57	12.3
6.5	0.08	0.33	1.9	0.028	23	93	0.991	3.34	0.7	12
7.6	0.3	0.25	4.3	0.054	22	111	0.9956	3.12	0.49	9.2
6.5	0.14	0.33	7.6	0.05	53	189	0.9966	3.25	0.49	8.6
6	0.41	0.21	1.9	0.05	29	122	0.9928	3.42	0.52	10.5
7.4	0.3	0.3	5.2	0.053	45	163	0.9941	3.12	0.45	10.3
8.2	0.26	0.44	1.3	0.046	7	69	0.9944	3.14	0.62	10.2
6.1	0.24	0.27	9.8	0.062	33	152	0.9966	3.31	0.47	9.5
6.9	0.24	0.39	1.3	0.063	18	136	0.9928	3.31	0.48	10.4
5.1	0.52	0.06	2.7	0.052	30	79	0.9932	3.32	0.43	9.3
8.3	0.15	0.39	1.3	0.055	32	146	0.993	3.08	0.39	10.5
7.6	0.16	0.44	1.4	0.043	25	109	0.9932	3.11	0.75	10.3
8.3	0.14	0.26	1.5	0.049	56	189	0.9946	3.21	0.62	9.5
6.2	0.34	0.29	7.6	0.047	45	232	0.9955	3.35	0.62	10
7.1	0.47	0.24	6	0.044	11	77	0.9956	3.21	0.56	9.7
6.9	0.21	0.81	1.1	0.137	52	123	0.9932	3.03	0.39	9.2
6.4	0.4	0.19	3.2	0.033	28	124	0.9904	3.22	0.54	12.7
6.3	0.34	0.29	6.2	0.046	29	227	0.9952	3.29	0.53	10.1
6.3	0.27	0.25	5.8	0.038	52	155	0.995	3.28	0.38	9.4
5.8	0.29	0.21	2.6	0.025	12	120	0.9894	3.39	0.79	14
7	0.15	0.38	2.2	0.047	33	96	0.9928	3.13	0.39	10.4
8.1	0.45	0.34	8.3	0.037	33	216	0.9976	3.31	0.64	9.7
6.4	0.5	0.16	12.9	0.042	26	138	0.9974	3.28	0.33	9
6.4	0.125	0.29	5.85	0.042	24	99	0.992	3.23	0.32	12
7.2	0.24	0.3	1.6	0.048	27	131	0.9933	3.25	0.45	10.5
8.9	0.34	0.32	1.3	0.041	12	188	0.9953	3.17	0.49	9.5
7.8	0.3	0.29	16.85	0.054	23	135	0.9998	3.16	0.38	9
7.4	0.23	0.43	1.4	0.044	22	113	0.9938	3.22	0.62	10.6
7.5	0.42	0.45	9.1	0.029	20	125	0.996	3.12	0.36	10.1
6.6	0.21	0.38	2.2	0.026	40	104	0.9914	3.25	0.4	11.1
7.9	0.22	0.45	14.2	0.038	53	141	0.9992	3.03	0.46	9.2
7.4	0.25	0.37	6.9	0.02	14	93	0.9939	3	0.48	10.7
8	0.23	0.46	1.5	0.03	30	125	0.9907	3.23	0.47	12.5
6.8	0.32	0.37	3.4	0.023	19	87	0.9902	3.14	0.53	12.7
10.3	0.25	0.48	2.2	0.042	28	164	0.998	3.19	0.59	9.7
7.4	0.18	0.42	2.1	0.036	33	187	0.9938	3.4	0.41	10.6
5.7	0.245	0.33	1.1	0.049	28	150	0.9927	3.13	0.42	9.3
7.3	0.25	0.41	1.8	0.037	52	165	0.9911	3.29	0.39	12.2
6.4	0.22	0.34	1.8	0.057	29	104	0.9959	3.81	0.57	10.3
6.9	0.31	0.34	7.4	0.059	36	174	0.9963	3.46	0.62	11.1
6.6	0.27	0.3	1.9	0.025	14	153	0.9928	3.29	0.62	10.5
7.8	0.16	0.41	1.7	0.026	29	140	0.991	3.02	0.78	12.5
6.9	0.39	0.22	4.3	0.03	10	102	0.993	3	0.87	11.6
7.5	0.23	0.32	9.2	0.038	54	191	0.9966	3.04	0.56	9.7
6.9	0.2	0.4	7.7	0.032	51	176	0.9939	3.22	0.27	11.4
6.3	0.23	0.22	3.75	0.039	37	116	0.9927	3.23	0.5	10.7
9.2	0.32	0.42	1.3	0.046	14	186	0.9949	3.08	0.48	9.6
7	0.15	0.34	1.4	0.039	21	177	0.9927	3.32	0.62	10.8
6.4	0.25	0.53	6.6	0.038	59	234	0.9955	3.03	0.42	8.8
6.8	0.26	0.33	1.5	0.047	44	167	0.9928	3.12	0.44	10.5
6.8	0.15	0.32	8.8	0.058	24	110	0.9972	3.4	0.4	8.8
7.8	0.21	0.39	1.8	0.034	62	180	0.991	3.09	0.75	12.6
6.6	0.25	0.31	12.4	0.059	52	181	0.9984	3.51	0.47	9.8
8.2	0.35	0.4	6.3	0.039	35	162	0.9936	3.15	0.34	11.9
6.3	0.29	0.4	6.5	0.039	43	167	0.9953	3.15	0.44	9.3
7.4	0.64	0.47	14.15	0.168	42	185	0.9984	2.9	0.49	9.3
5.7	0.43	0.3	5.7	0.039	24	98	0.992	3.54	0.61	12.3
6.2	0.33	0.29	1.3	0.042	26	138	0.9956	3.77	0.64	9.5
6.9	0.19	0.33	1.6	0.039	27	98	0.9898	3.09	0.46	12.3
7.3	0.25	0.36	13.1	0.05	35	200	0.9986	3.04	0.46	8.9
7.9	0.2	0.34	1.2	0.04	29	118	0.9932	3.14	0.41	10.6
9.8	0.25	0.74	10	0.056	36	225	0.9977	3.06	0.43	10
6.8	0.22	0.49	0.9	0.052	26	128	0.991	3.25	0.35	11.4
8.2	0.18	0.49	1.1	0.033	28	81	0.9923	3	0.68	10.4
6.1	0.25	0.49	7.6	0.052	67	226	0.9956	3.16	0.47	8.9
8.3	0.2	0.74	4.45	0.044	33	130	0.9924	3.25	0.42	12.2
7.2	0.4	0.49	1.1	0.048	11	138	0.9929	3.01	0.42	9.3
7.6	0.51	0.24	1.2	0.04	10	104	0.992	3.05	0.29	10.8
7.4	0.28	0.49	1.5	0.034	20	126	0.9918	2.98	0.39	10.6
7.9	0.16	0.74	17.85	0.037	52	187	0.9998	2.99	0.41	9.3
7.5	0.2	0.49	1.3	0.031	8	97	0.9918	3.06	0.62	11.1
9.2	0.18	0.49	1.5	0.041	39	130	0.9945	3.04	0.49	9.8
8.2	0.24	0.49	9.3	0.038	52	163	0.9952	3.02	0.33	10.6
7.2	0.27	0.74	12.5	0.037	47	156	0.9981	3.04	0.44	8.7
7.3	0.14	0.49	1.1	0.038	28	99	0.9928	3.2	0.72	10.6
6.7	0.3	0.49	4.8	0.034	36	158	0.9945	3.12	0.45	9.9
6.9	0.3	0.49	7.6	0.057	25	156	0.9962	3.43	0.63	11
6.9	0.24	0.49	1.3	0.032	35	148	0.9932	3.45	0.57	10.7
7.9	0.18	0.49	5.2	0.051	36	157	0.9953	3.18	0.48	10.6
9.1	0.28	0.49	2	0.059	10	112	0.9958	3.15	0.46	10.1
7.8	0.3	0.74	1.8	0.033	33	156	0.991	3.29	0.52	12.8
8.5	0.19	0.49	3.5	0.044	29	117	0.9938	3.14	0.51	10.1
6.4	0.18	0.74	11.9	0.046	54	168	0.9978	3.58	0.68	10.1
8.6	0.16	0.49	7.3	0.043	9	63	0.9953	3.13	0.59	10.5
8.2	0.34	0.49	8	0.046	55	223	0.996	3.08	0.52	10.7
7.5	0.19	0.49	1.6	0.047	42	140	0.9932	3.4	0.47	10.7
6.2	0.2	0.49	1.6	0.065	17	143	0.9937	3.22	0.52	9.2
8.9	0.32	0.49	1.6	0.05	17	131	0.9956	3.13	0.34	9.4
7.4	0.19	0.49	6.7	0.037	15	110	0.9938	3.2	0.38	11
6.4	0.22	0.49	7.5	0.054	42	151	0.9948	3.27	0.52	10.1
7.5	0.24	0.49	9.4	0.048	50	149	0.9962	3.17	0.59	10.5
6.5	0.13	0.37	1	0.036	48	114	0.9911	3.41	0.51	11.5
6.2	0.27	0.32	8.8	0.047	65	224	0.9961	3.17	0.47	8.9
7.2	0.25	0.28	14.4	0.055	55	205	0.9986	3.12	0.38	9
6.9	0.18	0.3	2	0.038	39	190	0.9914	3.32	0.37	12.2
6.3	0.26	0.29	2.2	0.043	35	175	0.9918	3.38	0.43	11.6
7	0.2	0.3	6.1	0.037	31	120	0.9939	3.24	0.51	10.8
7.5	0.22	0.33	6.7	0.036	45	138	0.9939	3.2	0.68	11.4
8.1	0.3	0.31	1.1	0.041	49	123	0.9914	2.99	0.45	11.1
8.3	0.3	0.36	10	0.042	33	169	0.9982	3.23	0.51	9.3
6.1	0.17	0.27	1.5	0.056	45	135	0.9924	3.2	0.43	10.2
8	0.3	0.28	5.7	0.044	31	124	0.9948	3.16	0.51	10.2
6.5	0.18	0.26	1.4	0.041	40	141	0.9941	3.34	0.72	9.5
7.2	0.26	0.3	2.1	0.033	50	158	0.9909	3.33	0.43	12.1
6.4	0.26	0.21	7.1	0.04	35	162	0.9956	3.39	0.58	9.9
7.2	0.5	0	0.8	0.034	46	114	0.9932	3.19	0.34	9.2
7.3	0.19	0.24	6.3	0.054	34	231	0.9964	3.36	0.54	10
7.1	0.32	0.4	1.5	0.034	13	84	0.9944	3.42	0.6	10.4
7.2	0.24	0.29	2.2	0.037	37	102	0.992	3.27	0.64	11
7	0.19	0.23	5.7	0.123	27	104	0.9954	3.04	0.54	9.4
7.2	0.24	0.29	2.2	0.037	37	102	0.992	3.27	0.64	11
8.3	0.28	0.45	7.8	0.059	32	139	0.9972	3.33	0.77	11.2
7.4	0.44	0.2	11.5	0.049	44	157	0.998	3.27	0.44	9
7	0.24	0.25	1.7	0.042	48	189	0.992	3.25	0.42	11.4
6.1	0.34	0.46	4.7	0.029	21	94	0.991	3.29	0.62	12.3
5.8	0.33	0.2	16.05	0.047	26	166	0.9976	3.09	0.46	8.9
7.7	0.3	0.42	14.3	0.045	45	213	0.9991	3.18	0.63	9.2
7.8	0.34	0.27	1.2	0.04	25	106	0.9932	3.01	0.55	10.4
7.6	0.13	0.34	9.3	0.062	40	126	0.9966	3.21	0.39	9.6
7.2	0.36	0.36	5.7	0.038	26	98	0.9914	2.93	0.59	12.5
8.2	0.37	0.27	1.7	0.028	10	59	0.9923	2.97	0.48	10.4
7.3	0.13	0.27	4.6	0.08	34	172	0.9938	3.23	0.39	11.1
6.8	0.31	0.32	7.6	0.052	35	143	0.9959	3.14	0.38	9
6.8	0.31	0.32	7.6	0.052	35	143	0.9959	3.14	0.38	9
6.3	0.25	0.44	11.6	0.041	48	195	0.9968	3.18	0.52	9.5
6.7	0.31	0.44	6.7	0.054	29	160	0.9952	3.04	0.44	9.6
7	0.12	0.32	7.2	0.058	22	89	0.9966	3.29	0.38	9.2
7.4	0.32	0.55	16.6	0.056	53	238	1.0017	2.96	0.58	8.7
7.6	0.2	0.3	14.2	0.056	53	212.5	0.999	3.14	0.46	8.9
8.1	0.22	0.28	7.7	0.043	57	176	0.9954	3.12	0.55	10
8.4	0.2	0.38	11.8	0.055	51	170	1.0004	3.34	0.82	8.9
8	0.4	0.33	7.7	0.034	27	98	0.9935	3.18	0.41	12.2
9	0.55	0.3	8.1	0.026	14	71	0.993	2.94	0.36	11.8
7.5	0.3	0.71	1.3	0.16	44	149	0.9948	3.08	0.42	8.9
7.2	0.23	0.33	12.7	0.049	50	183	0.9987	3.41	0.4	9.8
7.6	0.29	0.26	6.5	0.042	32	160	0.9944	3.14	0.47	10.7
8.7	0.24	0.35	0.6	0.042	11	71	0.9926	3.08	0.38	10.6
8.7	0.24	0.35	0.6	0.042	11	71	0.9926	3.08	0.38	10.6
7.6	0.18	0.36	2.4	0.049	38	123	0.996	3.6	0.46	10.3
7.8	0.27	0.28	1.8	0.05	21	127	0.9934	3.15	0.44	9.9
7.6	0.29	0.29	4.4	0.051	26	146	0.9939	3.16	0.39	10.2
6.6	0.27	0.29	5.3	0.045	57	189	0.9953	3.31	0.79	9.8
8.3	0.17	0.31	1.5	0.049	48	153	0.9942	3.12	0.58	9.4
7.2	0.24	0.19	7.7	0.045	53	176	0.9958	3.17	0.38	9.5
6.6	0.22	0.53	15.1	0.052	22	136	0.9986	2.94	0.35	9.4
6.5	0.22	0.25	17.1	0.05	44	138	1.0001	3.3	0.37	8.8
7.7	0.26	0.32	1.2	0.04	26	117	0.993	3.21	0.56	10.8
7.7	0.39	0.28	4.9	0.035	36	109	0.9918	3.19	0.58	12.2
7.2	0.16	0.26	7.1	0.054	41	224	0.9966	3.38	0.55	10.1
7.7	0.28	0.35	15.3	0.056	31	117	0.9998	3.27	0.5	9.6
8.5	0.25	0.27	4.7	0.031	31	92	0.9922	3.01	0.33	12
7.4	0.19	0.3	12.8	0.053	48.5	229	0.9986	3.14	0.49	9.1
6	0.34	0.24	5.4	0.06	23	126	0.9951	3.25	0.44	9
6.3	0.3	0.24	6.6	0.04	38	141	0.995	3.22	0.47	9.5
7.5	0.18	0.31	11.7	0.051	24	94	0.997	3.19	0.44	9.5
9.2	0.23	0.35	10.7	0.037	34	145	0.9981	3.09	0.32	9.7
6.8	0.25	0.18	1.4	0.056	13	137	0.9935	3.11	0.42	9.5
7.4	0.17	0.29	1.4	0.047	23	107	0.9939	3.52	0.65	10.4
6.5	0.39	0.35	1.6	0.049	10	164	0.99516	3.35	0.51	9.7
6.1	0.15	0.29	6.2	0.046	39	151	0.99471	3.6	0.44	10.6
6.9	0.3	0.21	15.7	0.056	49	159	0.99827	3.11	0.48	9
6.7	0.25	0.26	13.5	0.06	50	156	0.99784	3.39	0.46	9.9
6.1	0.46	0.32	6.2	0.053	10	94	0.99537	3.35	0.47	10.1
7.5	0.29	0.26	14.95	0.067	47	178	0.99838	3.04	0.49	9.2
7.4	0.33	0.26	15.6	0.049	67	210	0.99907	3.06	0.68	9.5
7.3	0.4	0.28	6.5	0.037	26	97	0.99148	3.16	0.58	12.6
7.5	0.42	0.19	6.9	0.041	62	150	0.99508	3.23	0.37	10
6.5	0.29	0.42	10.6	0.042	66	202	0.99674	3.24	0.53	9.5
7	0.32	0.31	6.4	0.031	38	115	0.99235	3.38	0.58	12.2
6.6	0.22	0.28	12.05	0.058	25	125	0.99856	3.45	0.45	9.4
7	0.36	0.3	5	0.04	40	143	0.99173	3.33	0.42	12.2
7.6	0.2	0.34	1.8	0.041	42	148	0.99335	3.35	0.66	11.1
8.3	0.27	0.34	10.2	0.048	50	118	0.99716	3.18	0.51	10.3
7.6	0.48	0.33	7	0.024	14	130	0.9918	3.25	0.45	12.5
6	0.495	0.27	5	0.157	17	129	0.99396	3.03	0.36	9.3
6.7	0.26	0.29	5.8	0.025	26	74	0.9929	3.28	0.53	11
7.6	0.2	0.68	12.9	0.042	56	160	0.99841	3.05	0.41	8.7
6.9	0.3	0.3	1.3	0.053	24	186	0.99361	3.29	0.54	9.9
6.5	0.24	0.29	8.2	0.043	32	156	0.99453	3.13	0.7	10.1
8.8	0.33	0.36	2.1	0.034	19	125	0.99166	2.96	0.98	12.7
7.6	0.31	0.27	5.8	0.036	23	109	0.99399	3.34	0.54	11
8	0.27	0.25	19.1	0.045	50	208	1.00051	3.05	0.5	9.2
6.1	0.36	0.41	19.35	0.07	67	207	1.00118	3.39	0.53	9.1
6.8	0.26	0.43	11.75	0.045	53	198	0.9969	3.26	0.55	9.5
7.2	0.24	0.29	3	0.036	17	117	0.99411	3.36	0.68	10.1
8.1	0.34	0.28	7.5	0.04	70	230	0.99558	3.14	0.55	9.8
7.2	0.2	0.28	1.6	0.028	13	168	0.99203	3.17	1.06	11.5
6.6	0.34	0.34	2.6	0.051	40.5	210	0.99314	3.15	0.61	10
6.7	0.27	0.26	2.3	0.043	61	181	0.99394	3.45	0.63	10.6
6.3	0.2	0.26	1.6	0.027	36	141	0.99268	3.53	0.56	10.8
7.4	0.56	0.09	1.5	0.071	19	117	0.99496	3.22	0.53	9.8
7.6	0.31	0.23	12.7	0.054	20	139	0.99836	3.16	0.5	9.7
6.9	0.26	0.31	7	0.039	37	175	0.99376	3.32	0.49	11.4
7.1	0.12	0.3	3.1	0.018	15	37	0.99004	3.02	0.52	11.9
7.3	0.17	0.24	8.1	0.121	32	162	0.99508	3.17	0.38	10.4
6.6	0.42	0.13	12.8	0.044	26	158	0.99772	3.24	0.47	9
9	0.26	0.34	6.7	0.029	21	162	0.99497	3.08	0.5	10.6
9	0.26	0.34	6.7	0.029	21	162	0.99497	3.08	0.5	10.6
6.3	0.26	0.42	7.1	0.045	62	209	0.99544	3.2	0.53	9.5
6.3	0.13	0.42	1.1	0.043	63	146	0.99066	3.13	0.72	11.2
6.4	0.15	0.44	1.2	0.043	67	150	0.9907	3.14	0.73	11.2
6.9	0.28	0.22	10	0.052	36	131	0.99696	3.08	0.46	9.6
6.6	0.24	0.24	8.6	0.034	25	135	0.99582	3.33	0.59	10.3
7	0.16	0.32	1.1	0.032	29	80	0.98972	3.23	0.36	12.1
6.7	0.17	0.42	10.4	0.038	85	182	0.99628	3.04	0.44	8.9
6.9	0.32	0.27	16	0.034	58	185	0.99938	3.34	0.6	9
8.9	0.26	0.33	8.1	0.024	47	202	0.99558	3.13	0.46	10.8
6.6	0.36	0.52	10.1	0.05	29	140	0.99628	3.07	0.4	9.4
6.6	0.36	0.52	10.1	0.05	29	140	0.99628	3.07	0.4	9.4
7.2	0.24	0.27	11.4	0.034	40	174	0.99773	3.2	0.44	9
8.2	0.32	0.26	2.1	0.062	26	87	0.98974	3.1	0.47	12.8
8.7	0.31	0.73	14.35	0.044	27	191	1.00013	2.96	0.88	8.7
5.8	0.15	0.28	0.8	0.037	43	127	0.99198	3.24	0.51	9.3
7.1	0.31	0.17	1	0.042	21	144	0.99304	3.13	0.4	9.6
7	0.16	0.36	2.6	0.029	28	98	0.99126	3.11	0.37	11.2
5.7	0.23	0.28	9.65	0.025	26	121	0.9925	3.28	0.38	11.3
6.5	0.23	0.36	16.3	0.038	43	133	0.99924	3.26	0.41	8.8
6.7	0.26	0.39	6.4	0.171	64	200	0.99562	3.19	0.38	9.4
6.5	0.23	0.36	16.3	0.038	43	133	0.99924	3.26	0.41	8.8
5.6	0.2	0.22	1.3	0.049	25	155	0.99296	3.74	0.43	10
6.8	0.23	0.42	7.4	0.044	56	189	0.9958	3.22	0.48	9.3
6.5	0.17	0.31	1.5	0.041	34	121	0.99092	3.06	0.46	10.5
6.9	0.615	0.42	12	0.067	24	131	0.99727	3.19	0.34	9.3
7.9	0.16	0.3	7.4	0.05	58	152	0.99612	3.12	0.37	9.5
7	0.36	0.32	10.05	0.045	37	131	0.99352	3.09	0.33	11.7
6.7	0.2	0.37	1.65	0.025	42	103	0.99022	3.11	0.45	11.4
7.1	0.2	0.31	7.4	0.053	32	211	0.99587	3.31	0.59	10.4
6.4	0.24	0.25	20.2	0.083	35	157	0.99976	3.17	0.5	9.1
6.6	0.25	0.51	8	0.047	61	189	0.99604	3.22	0.49	9.2
6.4	0.22	0.32	7.2	0.028	15	83	0.993	3.13	0.55	10.9
6.8	0.35	0.53	10.1	0.053	37	151	0.9963	3.07	0.4	9.4
7.3	0.2	0.26	1.6	0.04	36	123	0.99238	3.34	0.44	10.8
5.8	0.32	0.31	2.7	0.049	25	153	0.99067	3.44	0.73	12.2
6.6	0.36	0.24	0.9	0.038	15	72	0.99066	3.23	0.39	11
6.6	0.4	0.46	6.2	0.056	42	241	0.9968	3.5	0.6	9.9
7.6	0.27	0.34	5	0.04	18	56	0.99084	3.06	0.48	12.4
7.1	0.26	0.32	16.2	0.044	31	170	0.99644	3.17	0.37	11.2
7.2	0.44	0.28	3.4	0.048	22	112	0.99188	3.21	0.37	11.3
7.3	0.26	0.3	9.3	0.05	35	154	0.99581	3.21	0.5	10.4
5.5	0.375	0.38	1.7	0.036	17	98	0.99142	3.29	0.39	10.5
7.7	0.43	0.37	10	0.169	22	210	0.99776	3.02	0.64	9.5
6.6	0.29	0.31	3.9	0.027	39	96	0.99035	3.24	0.6	12.6
